Date,No_of_calls_from_commercial_card,No_of_calls_from_retail_card,No_of_calls_from_student_card
2018-10-13,621.0,948.0,1921.0
2018-10-14,527.0,800.0,1654.0
2018-10-15,2478.0,3733.0,7494.0
2018-10-16,2459.0,3689.0,7399.0
2018-10-17,2319.0,3491.0,7060.0
2018-10-18,2221.0,3341.0,6704.0
2018-10-19,2029.0,3055.0,6197.0
2018-10-20,573.0,876.0,1851.0
2018-10-21,542.0,827.0,1720.0
2018-10-22,2644.0,3978.0,7967.0
2018-10-23,2350.0,3532.0,7084.0
2018-10-24,2333.0,3512.0,7027.0
2018-10-25,2309.0,3483.0,6979.0
2018-10-26,2107.0,3166.0,6363.0
2018-10-27,607.0,924.0,1902.0
2018-10-28,514.0,786.0,1608.0
2018-10-29,2503.0,3756.0,7561.0
2018-10-30,2509.0,3781.0,7624.0
2018-10-31,2135.0,3218.0,6486.0
2018-11-01,2359.0,3549.0,7145.0
2018-11-02,2273.0,3429.0,6873.0
2018-11-03,622.0,938.0,1909.0
2018-11-04,566.0,854.0,1753.0
2018-11-05,2632.0,3949.0,7914.0
2018-11-06,2521.0,3791.0,7647.0
2018-11-07,2307.0,3465.0,6951.0
2018-11-08,2199.0,3302.0,6661.0
2018-11-09,2053.0,3097.0,6288.0
2018-11-10,616.0,936.0,1899.0
2018-11-11,485.0,742.0,1561.0
2018-11-12,1915.0,2882.0,5827.0
2018-11-13,2262.0,3413.0,6881.0
2018-11-14,2350.0,3536.0,7112.0
2018-11-15,2206.0,3313.0,6691.0
2018-11-16,2325.0,3501.0,7090.0
2018-11-17,547.0,833.0,1711.0
2018-11-18,414.0,636.0,1368.0
2018-11-19,2406.0,3621.0,7339.0
2018-11-20,2106.0,3165.0,6405.0
2018-11-21,1718.0,2585.0,5206.0
2018-11-22,187.0,288.0,624.0
2018-11-23,590.0,905.0,1845.0
2018-11-24,517.0,778.0,1573.0
2018-11-25,512.0,779.0,1570.0
2018-11-26,2799.0,4217.0,8516.0
2018-11-27,2653.0,3983.0,7986.0
2018-11-28,2379.0,3574.0,7186.0
2018-11-29,2208.0,3326.0,6693.0
2018-11-30,2250.0,3394.0,6846.0
2018-12-01,735.0,1107.0,2286.0
2018-12-02,573.0,872.0,1782.0
2018-12-03,2885.0,4339.0,8719.0
2018-12-04,2509.0,3780.0,7628.0
2018-12-05,2238.0,3362.0,6798.0
2018-12-06,2120.0,3184.0,6428.0
2018-12-07,2012.0,3025.0,6081.0
2018-12-08,622.0,937.0,1954.0
2018-12-09,444.0,676.0,1367.0
2018-12-10,2208.0,3329.0,6734.0
2018-12-11,2268.0,3408.0,6868.0
2018-12-12,2128.0,3199.0,6473.0
2018-12-13,2010.0,3017.0,6112.0
2018-12-14,1891.0,2843.0,5713.0
2018-12-15,592.0,907.0,1899.0
2018-12-16,398.0,599.0,1217.0
2018-12-17,2464.0,3703.0,7422.0
2018-12-18,2228.0,3361.0,6781.0
2018-12-19,2062.0,3094.0,6286.0
2018-12-20,2097.0,3163.0,6398.0
2018-12-21,1629.0,2459.0,4935.0
2018-12-22,628.0,954.0,1990.0
2018-12-23,331.0,505.0,1064.0
2018-12-24,573.0,872.0,1785.0
2018-12-25,81.0,135.0,292.0
2018-12-26,1349.0,2042.0,4101.0
2018-12-27,1532.0,2315.0,4650.0
2018-12-28,1516.0,2286.0,4583.0
2018-12-29,553.0,839.0,1749.0
2018-12-30,351.0,533.0,1092.0
2018-12-31,1097.0,1656.0,3391.0
2019-01-01,175.0,280.0,637.0
2019-01-02,2356.0,3537.0,7128.0
2019-01-03,2163.0,3258.0,6563.0
2019-01-04,1934.0,2918.0,5935.0
2019-01-05,606.0,925.0,1935.0
2019-01-06,466.0,707.0,1443.0
2019-01-07,2311.0,3477.0,7000.0
2019-01-08,1936.0,2905.0,5823.0
2019-01-09,1876.0,2833.0,5762.0
2019-01-10,1842.0,2767.0,5568.0
2019-01-11,1791.0,2706.0,5417.0
2019-01-12,568.0,852.0,1768.0
2019-01-13,424.0,647.0,1355.0
2019-01-14,2112.0,3177.0,6363.0
2019-01-15,1932.0,2905.0,5815.0
2019-01-16,1856.0,2795.0,5670.0
2019-01-17,1910.0,2866.0,5807.0
2019-01-18,1811.0,2722.0,5449.0
2019-01-19,525.0,805.0,1658.0
2019-01-20,407.0,614.0,1306.0
2019-01-21,1309.0,1972.0,4024.0
2019-01-22,2085.0,3139.0,6310.0
2019-01-23,1891.0,2848.0,5779.0
2019-01-24,1783.0,2677.0,5375.0
2019-01-25,1655.0,2492.0,5003.0
2019-01-26,533.0,806.0,1704.0
2019-01-27,416.0,642.0,1313.0
2019-01-28,1973.0,2972.0,6004.0
2019-01-29,2020.0,3049.0,6139.0
2019-01-30,1839.0,2760.0,5554.0
2019-01-31,1924.0,2887.0,5858.0
2019-02-01,2015.0,3029.0,6101.0
2019-02-02,638.0,967.0,1974.0
2019-02-03,509.0,780.0,1594.0
2019-02-04,2278.0,3425.0,6887.0
2019-02-05,2039.0,3075.0,6174.0
2019-02-06,1940.0,2918.0,5845.0
2019-02-07,2230.0,3353.0,6753.0
2019-02-08,2187.0,3281.0,6642.0
2019-02-09,476.0,732.0,1501.0
2019-02-10,488.0,735.0,1478.0
2019-02-11,2178.0,3277.0,6644.0
2019-02-12,1883.0,2836.0,5767.0
2019-02-13,2018.0,3037.0,6095.0
2019-02-14,1732.0,2612.0,5271.0
2019-02-15,1656.0,2489.0,5057.0
2019-02-16,499.0,752.0,1509.0
2019-02-17,399.0,602.0,1300.0
2019-02-18,1353.0,2035.0,4078.0
2019-02-19,2098.0,3161.0,6398.0
2019-02-20,1942.0,2924.0,5896.0
2019-02-21,1971.0,2970.0,5984.0
2019-02-22,1769.0,2660.0,5329.0
2019-02-23,552.0,833.0,1729.0
2019-02-24,445.0,678.0,1437.0
2019-02-25,2063.0,3113.0,6289.0
2019-02-26,2011.0,3019.0,6059.0
2019-02-27,1996.0,3000.0,6098.0
2019-02-28,2059.0,3094.0,6219.0
2019-03-01,2057.0,3104.0,6225.0
2019-03-02,590.0,890.0,1792.0
2019-03-03,461.0,709.0,1492.0
2019-03-04,2373.0,3579.0,7241.0
2019-03-05,2028.0,3061.0,6123.0
2019-03-06,2048.0,3088.0,6207.0
2019-03-07,1733.0,2612.0,5306.0
2019-03-08,1728.0,2597.0,5266.0
2019-03-09,506.0,771.0,1577.0
2019-03-10,418.0,632.0,1306.0
2019-03-11,2059.0,3102.0,6215.0
2019-03-12,1872.0,2826.0,5677.0
2019-03-13,1707.0,2580.0,5254.0
2019-03-14,1742.0,2621.0,5337.0
2019-03-15,1598.0,2413.0,4836.0
2019-03-16,479.0,729.0,1511.0
2019-03-17,399.0,607.0,1283.0
2019-03-18,2114.0,3174.0,6362.0
2019-03-19,1955.0,2942.0,5895.0
2019-03-20,1906.0,2868.0,5787.0
2019-03-21,1788.0,2686.0,5434.0
2019-03-22,1608.0,2417.0,4879.0
2019-03-23,487.0,733.0,1521.0
2019-03-24,421.0,638.0,1298.0
2019-03-25,2117.0,3183.0,6463.0
2019-03-26,2088.0,3142.0,6311.0
2019-03-27,1915.0,2888.0,5803.0
2019-03-28,1936.0,2910.0,5854.0
2019-03-29,1804.0,2715.0,5481.0
2019-03-30,515.0,776.0,1579.0
2019-03-31,441.0,676.0,1388.0
2019-04-01,2287.0,3437.0,6876.0
2019-04-02,2183.0,3285.0,6643.0
2019-04-03,2039.0,3059.0,6191.0
2019-04-04,1889.0,2851.0,5718.0
2019-04-05,1824.0,2756.0,5545.0
2019-04-06,620.0,936.0,1888.0
2019-04-07,449.0,682.0,1394.0
2019-04-08,2073.0,3110.0,6288.0
2019-04-09,1895.0,2862.0,5764.0
2019-04-10,1911.0,2870.0,5805.0
2019-04-11,1899.0,2852.0,5730.0
2019-04-12,1779.0,2686.0,5413.0
2019-04-13,530.0,798.0,1668.0
2019-04-14,468.0,714.0,1443.0
2019-04-15,2188.0,3283.0,6647.0
2019-04-16,2061.0,3102.0,6279.0
2019-04-17,1794.0,2701.0,5436.0
2019-04-18,1835.0,2760.0,5587.0
2019-04-19,1443.0,2167.0,4382.0
2019-04-20,459.0,693.0,1454.0
2019-04-21,317.0,494.0,1011.0
2019-04-22,2516.0,3790.0,7669.0
2019-04-23,2427.0,3642.0,7354.0
2019-04-24,2085.0,3135.0,6280.0
2019-04-25,2060.0,3096.0,6267.0
2019-04-26,1878.0,2835.0,5748.0
2019-04-27,546.0,833.0,1733.0
2019-04-28,467.0,712.0,1470.0
2019-04-29,2224.0,3341.0,6762.0
2019-04-30,2149.0,3241.0,6511.0
2019-05-01,2385.0,3588.0,7195.0
2019-05-02,2197.0,3311.0,6631.0
2019-05-03,1863.0,2800.0,5679.0
2019-05-04,672.0,1013.0,2046.0
2019-05-05,503.0,764.0,1590.0
2019-05-06,2305.0,3467.0,7010.0
2019-05-07,2060.0,3099.0,6208.0
2019-05-08,2074.0,3130.0,6270.0
2019-05-09,1999.0,3011.0,6062.0
2019-05-10,1856.0,2791.0,5647.0
2019-05-11,508.0,766.0,1605.0
2019-05-12,397.0,615.0,1297.0
2019-05-13,2108.0,3176.0,6397.0
2019-05-14,2078.0,3125.0,6262.0
2019-05-15,1957.0,2948.0,5902.0
2019-05-16,1897.0,2864.0,5797.0
2019-05-17,1846.0,2782.0,5605.0
2019-05-18,522.0,786.0,1572.0
2019-05-19,449.0,682.0,1378.0
2019-05-20,2322.0,3486.0,7018.0
2019-05-21,2507.0,3774.0,7585.0
2019-05-22,2387.0,3581.0,7232.0
2019-05-23,2121.0,3183.0,6466.0
2019-05-24,1726.0,2590.0,5210.0
2019-05-25,496.0,761.0,1596.0
2019-05-26,318.0,484.0,977.0
2019-05-27,357.0,539.0,1113.0
2019-05-28,2607.0,3925.0,7875.0
2019-05-29,2324.0,3488.0,7016.0
2019-05-30,2109.0,3182.0,6456.0
2019-05-31,1951.0,2938.0,5921.0
2019-06-01,622.0,939.0,1916.0
2019-06-02,491.0,751.0,1593.0
2019-06-03,2585.0,3896.0,7862.0
2019-06-04,2336.0,3519.0,7042.0
2019-06-05,2295.0,3451.0,6950.0
2019-06-06,2166.0,3252.0,6534.0
2019-06-07,2008.0,3031.0,6154.0
2019-06-08,541.0,823.0,1740.0
2019-06-09,431.0,666.0,1419.0
2019-06-10,2249.0,3384.0,6832.0
2019-06-11,2071.0,3118.0,6317.0
2019-06-12,1945.0,2937.0,5890.0
2019-06-13,1847.0,2773.0,5625.0
2019-06-14,1727.0,2604.0,5218.0
2019-06-15,527.0,801.0,1701.0
2019-06-16,403.0,617.0,1242.0
2019-06-17,2156.0,3238.0,6539.0
2019-06-18,1994.0,3000.0,6023.0
2019-06-19,1986.0,2987.0,6045.0
2019-06-20,2024.0,3043.0,6124.0
2019-06-21,1826.0,2752.0,5571.0
2019-06-22,549.0,833.0,1688.0
2019-06-23,438.0,665.0,1404.0
2019-06-24,2286.0,3429.0,6952.0
2019-06-25,2252.0,3388.0,6811.0
2019-06-26,2065.0,3117.0,6272.0
2019-06-27,2003.0,3020.0,6041.0
2019-06-28,1769.0,2669.0,5349.0
2019-06-29,557.0,841.0,1699.0
2019-06-30,384.0,592.0,1187.0
2019-07-01,2317.0,3486.0,7008.0
2019-07-02,2108.0,3178.0,6379.0
2019-07-03,1934.0,2904.0,5825.0
2019-07-04,280.0,421.0,849.0
2019-07-05,1101.0,1671.0,3364.0
2019-07-06,390.0,601.0,1273.0
2019-07-07,389.0,594.0,1259.0
2019-07-08,2388.0,3593.0,7201.0
2019-07-09,2044.0,3073.0,6217.0
2019-07-10,2041.0,3076.0,6248.0
2019-07-11,1933.0,2917.0,5839.0
2019-07-12,1633.0,2465.0,5026.0
2019-07-13,448.0,677.0,1427.0
2019-07-14,433.0,662.0,1339.0
2019-07-15,2248.0,3388.0,6841.0
2019-07-16,2149.0,3224.0,6449.0
2019-07-17,2129.0,3206.0,6470.0
2019-07-18,1905.0,2876.0,5847.0
2019-07-19,1779.0,2675.0,5421.0
2019-07-20,442.0,664.0,1347.0
2019-07-21,415.0,642.0,1315.0
2019-07-22,2350.0,3540.0,7113.0
2019-07-23,2059.0,3089.0,6277.0
2019-07-24,2073.0,3115.0,6302.0
2019-07-25,1981.0,2986.0,6057.0
2019-07-26,1791.0,2694.0,5439.0
2019-07-27,521.0,795.0,1651.0
2019-07-28,424.0,641.0,1308.0
2019-07-29,2199.0,3301.0,6679.0
2019-07-30,2049.0,3090.0,6237.0
2019-07-31,1991.0,3004.0,6056.0
2019-08-01,2088.0,3143.0,6371.0
2019-08-02,1838.0,2764.0,5622.0
2019-08-03,551.0,836.0,1686.0
2019-08-04,464.0,712.0,1471.0
2019-08-05,2450.0,3677.0,7444.0
2019-08-06,2122.0,3194.0,6427.0
2019-08-07,2002.0,3020.0,6049.0
2019-08-08,1901.0,2863.0,5807.0
2019-08-09,1657.0,2490.0,5043.0
2019-08-10,450.0,683.0,1445.0
2019-08-11,334.0,503.0,1025.0
2019-08-12,2179.0,3285.0,6670.0
2019-08-13,1984.0,2985.0,6011.0
2019-08-14,2004.0,3012.0,6050.0
2019-08-15,1965.0,2959.0,5919.0
2019-08-16,1682.0,2539.0,5133.0
2019-08-17,459.0,700.0,1496.0
2019-08-18,413.0,626.0,1289.0
2019-08-19,2113.0,3182.0,6384.0
2019-08-20,2042.0,3080.0,6251.0
2019-08-21,1877.0,2819.0,5690.0
2019-08-22,1956.0,2941.0,5973.0
2019-08-23,1584.0,2376.0,4818.0
2019-08-24,440.0,673.0,1370.0
2019-08-25,414.0,625.0,1279.0
2019-08-26,2281.0,3423.0,6861.0
2019-08-27,2000.0,3004.0,6026.0
2019-08-28,2069.0,3109.0,6233.0
2019-08-29,1844.0,2779.0,5584.0
2019-08-30,1721.0,2601.0,5294.0
2019-08-31,426.0,640.0,1310.0
2019-09-01,284.0,446.0,973.0
2019-09-02,336.0,506.0,1045.0
2019-09-03,2372.0,3567.0,7233.0
2019-09-04,2134.0,3217.0,6498.0
2019-09-05,1965.0,2957.0,5969.0
2019-09-06,1679.0,2535.0,5097.0
2019-09-07,460.0,705.0,1472.0
2019-09-08,385.0,588.0,1244.0
2019-09-09,2090.0,3138.0,6283.0
2019-09-10,1926.0,2901.0,5815.0
2019-09-11,1882.0,2836.0,5768.0
2019-09-12,1761.0,2660.0,5365.0
2019-09-13,1733.0,2617.0,5268.0
2019-09-14,571.0,860.0,1788.0
2019-09-15,382.0,574.0,1226.0
2019-09-16,2408.0,3630.0,7276.0
2019-09-17,2148.0,3234.0,6483.0
2019-09-18,2096.0,3164.0,6338.0
2019-09-19,1979.0,2984.0,5998.0
2019-09-20,1809.0,2726.0,5484.0
2019-09-21,535.0,806.0,1622.0
2019-09-22,466.0,703.0,1502.0
2019-09-23,2215.0,3339.0,6705.0
2019-09-24,2247.0,3379.0,6833.0
2019-09-25,2063.0,3097.0,6206.0
2019-09-26,2068.0,3118.0,6263.0
2019-09-27,1845.0,2775.0,5601.0
2019-09-28,526.0,789.0,1580.0
2019-09-29,416.0,634.0,1349.0
2019-09-30,2481.0,3738.0,7503.0
2019-10-01,2470.0,3718.0,7518.0
2019-10-02,2134.0,3203.0,6427.0
2019-10-03,1938.0,2915.0,5860.0
2019-10-04,1779.0,2671.0,5409.0
2019-10-05,511.0,779.0,1571.0
2019-10-06,443.0,666.0,1427.0
2019-10-07,2267.0,3420.0,6863.0
2019-10-08,2023.0,3039.0,6155.0
2019-10-09,1909.0,2883.0,5803.0
2019-10-10,1906.0,2865.0,5800.0
2019-10-11,1809.0,2723.0,5487.0
2019-10-12,459.0,691.0,1467.0
2019-10-13,370.0,568.0,1143.0
2019-10-14,1866.0,2815.0,5719.0
2019-10-15,2149.0,3228.0,6506.0
2019-10-16,2158.0,3240.0,6492.0
2019-10-17,1943.0,2927.0,5944.0
2019-10-18,1653.0,2493.0,5080.0
2019-10-19,509.0,780.0,1649.0
2019-10-20,419.0,648.0,1361.0
2019-10-21,2180.0,3279.0,6634.0
2019-10-22,2143.0,3216.0,6447.0
2019-10-23,2051.0,3091.0,6214.0
2019-10-24,1947.0,2927.0,5911.0
2019-10-25,1788.0,2694.0,5470.0
2019-10-26,586.0,880.0,1849.0
2019-10-27,377.0,582.0,1208.0
2019-10-28,2053.0,3098.0,6287.0
2019-10-29,1935.0,2915.0,5867.0
2019-10-30,2060.0,3110.0,6263.0
2019-10-31,1778.0,2674.0,5400.0
2019-11-01,1809.0,2729.0,5484.0
2019-11-02,602.0,911.0,1857.0
2019-11-03,424.0,651.0,1373.0
2019-11-04,2392.0,3602.0,7247.0
2019-11-05,2085.0,3139.0,6306.0
2019-11-06,2040.0,3068.0,6228.0
2019-11-07,1974.0,2971.0,5947.0
2019-11-08,1804.0,2726.0,5514.0
2019-11-09,514.0,788.0,1590.0
2019-11-10,387.0,595.0,1246.0
2019-11-11,1765.0,2659.0,5325.0
2019-11-12,2036.0,3057.0,6161.0
2019-11-13,1934.0,2909.0,5838.0
2019-11-14,1846.0,2769.0,5633.0
2019-11-15,1688.0,2547.0,5096.0
2019-11-16,458.0,706.0,1464.0
2019-11-17,359.0,540.0,1140.0
2019-11-18,2006.0,3024.0,6054.0
2019-11-19,1870.0,2820.0,5660.0
2019-11-20,1864.0,2800.0,5638.0
2019-11-21,1896.0,2850.0,5795.0
2019-11-22,1653.0,2496.0,5013.0
2019-11-23,437.0,663.0,1331.0
2019-11-24,289.0,438.0,888.0
2019-11-25,1900.0,2868.0,5740.0
2019-11-26,1836.0,2761.0,5601.0
2019-11-27,1426.0,2148.0,4359.0
2019-11-28,165.0,265.0,608.0
2019-11-29,591.0,895.0,1870.0
2019-11-30,381.0,589.0,1203.0
2019-12-01,346.0,520.0,1069.0
2019-12-02,2192.0,3296.0,6636.0
2019-12-03,1912.0,2871.0,5747.0
2019-12-04,1806.0,2723.0,5478.0
2019-12-05,1761.0,2655.0,5390.0
2019-12-06,1702.0,2564.0,5181.0
2019-12-07,514.0,779.0,1629.0
2019-12-08,441.0,669.0,1357.0
2019-12-09,1835.0,2763.0,5540.0
2019-12-10,1766.0,2654.0,5359.0
2019-12-11,1674.0,2513.0,5075.0
2019-12-12,1686.0,2546.0,5176.0
2019-12-13,1495.0,2254.0,4596.0
2019-12-14,395.0,610.0,1222.0
2019-12-15,313.0,472.0,1000.0
2019-12-16,1974.0,2969.0,5988.0
2019-12-17,1979.0,2981.0,5964.0
2019-12-18,1897.0,2854.0,5722.0
2019-12-19,1953.0,2949.0,5949.0
2019-12-20,1689.0,2553.0,5136.0
2019-12-21,466.0,701.0,1491.0
2019-12-22,252.0,385.0,844.0
2019-12-23,1495.0,2248.0,4517.0
2019-12-24,607.0,915.0,1874.0
2019-12-25,87.0,148.0,306.0
2019-12-26,1164.0,1753.0,3590.0
2019-12-27,1232.0,1859.0,3749.0
2019-12-28,331.0,502.0,1084.0
2019-12-29,225.0,348.0,722.0
2019-12-30,1599.0,2406.0,4889.0
2019-12-31,1147.0,1735.0,3504.0
2020-01-01,183.0,289.0,672.0
2020-01-02,1845.0,2776.0,5591.0
2020-01-03,1520.0,2290.0,4664.0
2020-01-04,387.0,581.0,1206.0
2020-01-05,332.0,516.0,1092.0
2020-01-06,2196.0,3301.0,6681.0
2020-01-07,1984.0,2986.0,5984.0
2020-01-08,1892.0,2841.0,5777.0
2020-01-09,1937.0,2924.0,5888.0
2020-01-10,1586.0,2392.0,4878.0
2020-01-11,459.0,698.0,1430.0
2020-01-12,365.0,553.0,1160.0
2020-01-13,1961.0,2958.0,6011.0
2020-01-14,1845.0,2784.0,5617.0
2020-01-15,1786.0,2684.0,5452.0
2020-01-16,2141.0,3226.0,6529.0
2020-01-17,1699.0,2558.0,5172.0
2020-01-18,453.0,681.0,1386.0
2020-01-19,358.0,553.0,1159.0
2020-01-20,1391.0,2100.0,4242.0
2020-01-21,2102.0,3160.0,6374.0
2020-01-22,1841.0,2767.0,5543.0
2020-01-23,1792.0,2689.0,5413.0
2020-01-24,1745.0,2628.0,5333.0
2020-01-25,534.0,816.0,1652.0
2020-01-26,402.0,606.0,1300.0
2020-01-27,2108.0,3171.0,6372.0
2020-01-28,2018.0,3033.0,6113.0
2020-01-29,1882.0,2839.0,5723.0
2020-01-30,1943.0,2920.0,5917.0
2020-01-31,1640.0,2464.0,5009.0
2020-02-01,522.0,791.0,1636.0
2020-02-02,372.0,571.0,1147.0
2020-02-03,2107.0,3164.0,6383.0
2020-02-04,1980.0,2976.0,5960.0
2020-02-05,1776.0,2680.0,5373.0
2020-02-06,1773.0,2668.0,5426.0
2020-02-07,1574.0,2381.0,4796.0
2020-02-08,481.0,725.0,1535.0
2020-02-09,364.0,547.0,1183.0
2020-02-10,1913.0,2880.0,5764.0
2020-02-11,1862.0,2803.0,5637.0
2020-02-12,1714.0,2587.0,5204.0
2020-02-13,1655.0,2492.0,4991.0
2020-02-14,1605.0,2426.0,4867.0
2020-02-15,471.0,716.0,1497.0
2020-02-16,339.0,509.0,1045.0
2020-02-17,1386.0,2097.0,4218.0
2020-02-18,1992.0,2994.0,6025.0
2020-02-19,1810.0,2734.0,5492.0
2020-02-20,1841.0,2781.0,5573.0
2020-02-21,1663.0,2504.0,5062.0
2020-02-22,463.0,695.0,1432.0
2020-02-23,372.0,563.0,1210.0
2020-02-24,2136.0,3208.0,6504.0
2020-02-25,1960.0,2940.0,5967.0
2020-02-26,2008.0,3015.0,6107.0
2020-02-27,1872.0,2828.0,5747.0
2020-02-28,1622.0,2443.0,4965.0
2020-02-29,443.0,673.0,1358.0
2020-03-01,450.0,685.0,1418.0
2020-03-02,2122.0,3194.0,6390.0
2020-03-03,2007.0,3024.0,6050.0
2020-03-04,1866.0,2803.0,5680.0
2020-03-05,1899.0,2860.0,5816.0
2020-03-06,1628.0,2459.0,5004.0
2020-03-07,410.0,619.0,1317.0
2020-03-08,344.0,530.0,1079.0
2020-03-09,1789.0,2694.0,5402.0
2020-03-10,1742.0,2622.0,5277.0
2020-03-11,1690.0,2553.0,5180.0
2020-03-12,1598.0,2414.0,4909.0
2020-03-13,1360.0,2059.0,4185.0
2020-03-14,420.0,638.0,1285.0
2020-03-15,286.0,439.0,958.0
2020-03-16,1673.0,2511.0,5076.0
2020-03-17,1605.0,2413.0,4868.0
2020-03-18,1320.0,1991.0,4037.0
2020-03-19,1379.0,2077.0,4171.0
2020-03-20,1350.0,2035.0,4118.0
2020-03-21,401.0,619.0,1273.0
2020-03-22,291.0,454.0,943.0
2020-03-23,1440.0,2163.0,4328.0
2020-03-24,1382.0,2089.0,4232.0
2020-03-25,1360.0,2051.0,4120.0
2020-03-26,1490.0,2252.0,4553.0
2020-03-27,1315.0,1985.0,4012.0
2020-03-28,329.0,510.0,1070.0
2020-03-29,272.0,426.0,927.0
2020-03-30,1525.0,2289.0,4603.0
2020-03-31,1421.0,2140.0,4378.0
2020-04-01,1576.0,2373.0,4782.0
2020-04-02,1511.0,2276.0,4607.0
2020-04-03,1521.0,2294.0,4664.0
2020-04-04,657.0,991.0,2010.0
2020-04-05,432.0,659.0,1414.0
2020-04-06,1621.0,2435.0,4967.0
2020-04-07,1492.0,2249.0,4532.0
2020-04-08,1372.0,2072.0,4230.0
2020-04-09,1332.0,1999.0,4008.0
2020-04-10,1086.0,1640.0,3282.0
2020-04-11,306.0,477.0,1030.0
2020-04-12,171.0,260.0,573.0
2020-04-13,1412.0,2137.0,4372.0
2020-04-14,1375.0,2068.0,4213.0
2020-04-15,1387.0,2100.0,4295.0
2020-04-16,1301.0,1955.0,4008.0
2020-04-17,1331.0,1997.0,4037.0
2020-04-18,345.0,526.0,1100.0
2020-04-19,204.0,325.0,679.0
2020-04-20,1429.0,2144.0,4355.0
2020-04-21,1294.0,1942.0,3965.0
2020-04-22,1247.0,1876.0,3770.0
2020-04-23,1288.0,1937.0,3908.0
2020-04-24,1255.0,1898.0,3802.0
2020-04-25,316.0,491.0,1081.0
2020-04-26,231.0,357.0,761.0
2020-04-27,1362.0,2051.0,4161.0
2020-04-28,1340.0,2011.0,4032.0
2020-04-29,1270.0,1916.0,3840.0
2020-04-30,1388.0,2087.0,4181.0
2020-05-01,1357.0,2045.0,4175.0
2020-05-02,242.0,378.0,791.0
2020-05-03,234.0,366.0,820.0
2020-05-04,1569.0,2373.0,4798.0
2020-05-05,1338.0,2020.0,4135.0
2020-05-06,1259.0,1894.0,3854.0
2020-05-07,1222.0,1847.0,3790.0
2020-05-08,1139.0,1718.0,3472.0
2020-05-09,278.0,433.0,927.0
2020-05-10,161.0,249.0,545.0
2020-05-11,1271.0,1917.0,3846.0
2020-05-12,1162.0,1747.0,3565.0
2020-05-13,1109.0,1682.0,3381.0
2020-05-14,1124.0,1690.0,3416.0
2020-05-15,1060.0,1603.0,3262.0
2020-05-16,267.0,406.0,905.0
2020-05-17,176.0,267.0,546.0
2020-05-18,1384.0,2077.0,4159.0
2020-05-19,1282.0,1932.0,3940.0
2020-05-20,1304.0,1960.0,3943.0
2020-05-21,1320.0,1989.0,4073.0
2020-05-22,958.0,1446.0,2893.0
2020-05-23,312.0,471.0,1000.0
2020-05-24,225.0,346.0,720.0
2020-05-25,195.0,310.0,685.0
2020-05-26,1547.0,2324.0,4710.0
2020-05-27,1368.0,2066.0,4144.0
2020-05-28,1322.0,1988.0,4065.0
2020-05-29,1195.0,1796.0,3664.0
2020-05-30,326.0,492.0,1017.0
2020-05-31,238.0,365.0,803.0
2020-06-01,1398.0,2099.0,4298.0
2020-06-02,1415.0,2124.0,4336.0
2020-06-03,1338.0,2011.0,4093.0
2020-06-04,1226.0,1857.0,3800.0
2020-06-05,1229.0,1863.0,3766.0
2020-06-06,319.0,486.0,1003.0
2020-06-07,212.0,324.0,729.0
2020-06-08,1335.0,2019.0,4046.0
2020-06-09,1351.0,2034.0,4091.0
2020-06-10,1152.0,1744.0,3579.0
2020-06-11,1293.0,1959.0,3972.0
2020-06-12,1086.0,1642.0,3311.0
2020-06-13,242.0,376.0,757.0
2020-06-14,241.0,378.0,835.0
2020-06-15,1403.0,2119.0,4258.0
2020-06-16,1408.0,2113.0,4231.0
2020-06-17,1295.0,1948.0,3993.0
2020-06-18,1230.0,1862.0,3756.0
2020-06-19,945.0,1420.0,2887.0
2020-06-20,352.0,543.0,1115.0
2020-06-21,200.0,301.0,685.0
2020-06-22,1426.0,2143.0,4349.0
2020-06-23,1329.0,2007.0,4112.0
2020-06-24,1267.0,1903.0,3855.0
2020-06-25,1324.0,2004.0,4031.0
2020-06-26,1196.0,1804.0,3660.0
2020-06-27,366.0,551.0,1175.0
2020-06-28,229.0,347.0,702.0
2020-06-29,1396.0,2101.0,4244.0
2020-06-30,1482.0,2226.0,4527.0
2020-07-01,1541.0,2326.0,4739.0
2020-07-02,1188.0,1795.0,3617.0
2020-07-03,406.0,616.0,1247.0
2020-07-04,98.0,162.0,329.0
2020-07-05,217.0,339.0,715.0
2020-07-06,1419.0,2135.0,4291.0
2020-07-07,1278.0,1920.0,3900.0
2020-07-08,1187.0,1782.0,3615.0
2020-07-09,1215.0,1841.0,3732.0
2020-07-10,1068.0,1616.0,3299.0
2020-07-11,388.0,593.0,1265.0
2020-07-12,213.0,330.0,713.0
2020-07-13,1338.0,2017.0,4106.0
2020-07-14,1141.0,1730.0,3503.0
2020-07-15,1296.0,1956.0,3957.0
2020-07-16,1305.0,1975.0,3970.0
2020-07-17,1196.0,1806.0,3674.0
2020-07-18,330.0,497.0,1015.0
2020-07-19,274.0,420.0,893.0
2020-07-20,1380.0,2072.0,4225.0
2020-07-21,1349.0,2035.0,4146.0
2020-07-22,1224.0,1844.0,3757.0
2020-07-23,1254.0,1882.0,3767.0
2020-07-24,1013.0,1525.0,3121.0
2020-07-25,335.0,507.0,1043.0
2020-07-26,245.0,379.0,813.0
2020-07-27,1517.0,2286.0,4603.0
