Date,No_of_calls_from_commercial_card,No_of_calls_from_retail_card,No_of_calls_from_student_card
10/13/2018,621.0,948.0,1921.0
10/14/2018,527.0,800.0,1654.0
10/15/2018,2478.0,3733.0,7494.0
10/16/2018,2459.0,3689.0,7399.0
10/17/2018,2319.0,3491.0,7060.0
10/18/2018,2221.0,3341.0,6704.0
10/19/2018,2029.0,3055.0,6197.0
10/20/2018,573.0,876.0,1851.0
10/21/2018,542.0,827.0,1720.0
10/22/2018,2644.0,3978.0,7967.0
10/23/2018,2350.0,3532.0,7084.0
10/24/2018,2333.0,3512.0,7027.0
10/25/2018,2309.0,3483.0,6979.0
10/26/2018,2107.0,3166.0,6363.0
10/27/2018,607.0,924.0,1902.0
10/28/2018,514.0,786.0,1608.0
10/29/2018,2503.0,3756.0,7561.0
10/30/2018,2509.0,3781.0,7624.0
10/31/2018,2135.0,3218.0,6486.0
11/1/2018,2359.0,3549.0,7145.0
11/2/2018,2273.0,3429.0,6873.0
11/3/2018,622.0,938.0,1909.0
11/4/2018,566.0,854.0,1753.0
11/5/2018,2632.0,3949.0,7914.0
11/6/2018,2521.0,3791.0,7647.0
11/7/2018,2307.0,3465.0,6951.0
11/8/2018,2199.0,3302.0,6661.0
11/9/2018,2053.0,3097.0,6288.0
11/10/2018,616.0,936.0,1899.0
11/11/2018,485.0,742.0,1561.0
11/12/2018,1915.0,2882.0,5827.0
11/13/2018,2262.0,3413.0,6881.0
11/14/2018,2350.0,3536.0,7112.0
11/15/2018,2206.0,3313.0,6691.0
11/16/2018,2325.0,3501.0,7090.0
11/17/2018,547.0,833.0,1711.0
11/18/2018,414.0,636.0,1368.0
11/19/2018,2406.0,3621.0,7339.0
11/20/2018,2106.0,3165.0,6405.0
11/21/2018,1718.0,2585.0,5206.0
11/22/2018,187.0,288.0,624.0
11/23/2018,590.0,905.0,1845.0
11/24/2018,517.0,778.0,1573.0
11/25/2018,512.0,779.0,1570.0
11/26/2018,2799.0,4217.0,8516.0
11/27/2018,2653.0,3983.0,7986.0
11/28/2018,2379.0,3574.0,7186.0
11/29/2018,2208.0,3326.0,6693.0
11/30/2018,2250.0,3394.0,6846.0
12/1/2018,735.0,1107.0,2286.0
12/2/2018,573.0,872.0,1782.0
12/3/2018,2885.0,4339.0,8719.0
12/4/2018,2509.0,3780.0,7628.0
12/5/2018,2238.0,3362.0,6798.0
12/6/2018,2120.0,3184.0,6428.0
12/7/2018,2012.0,3025.0,6081.0
12/8/2018,622.0,937.0,1954.0
12/9/2018,444.0,676.0,1367.0
12/10/2018,2208.0,3329.0,6734.0
12/11/2018,2268.0,3408.0,6868.0
12/12/2018,2128.0,3199.0,6473.0
12/13/2018,2010.0,3017.0,6112.0
12/14/2018,1891.0,2843.0,5713.0
12/15/2018,592.0,907.0,1899.0
12/16/2018,398.0,599.0,1217.0
12/17/2018,2464.0,3703.0,7422.0
12/18/2018,2228.0,3361.0,6781.0
12/19/2018,2062.0,3094.0,6286.0
12/20/2018,2097.0,3163.0,6398.0
12/21/2018,1629.0,2459.0,4935.0
12/22/2018,628.0,954.0,1990.0
12/23/2018,331.0,505.0,1064.0
12/24/2018,573.0,872.0,1785.0
12/25/2018,81.0,135.0,292.0
12/26/2018,1349.0,2042.0,4101.0
12/27/2018,1532.0,2315.0,4650.0
12/28/2018,1516.0,2286.0,4583.0
12/29/2018,553.0,839.0,1749.0
12/30/2018,351.0,533.0,1092.0
12/31/2018,1097.0,1656.0,3391.0
1/1/2019,175.0,280.0,637.0
1/2/2019,2356.0,3537.0,7128.0
1/3/2019,2163.0,3258.0,6563.0
1/4/2019,1934.0,2918.0,5935.0
1/5/2019,606.0,925.0,1935.0
1/6/2019,466.0,707.0,1443.0
1/7/2019,2311.0,3477.0,7000.0
1/8/2019,1936.0,2905.0,5823.0
1/9/2019,1876.0,2833.0,5762.0
1/10/2019,1842.0,2767.0,5568.0
1/11/2019,1791.0,2706.0,5417.0
1/12/2019,568.0,852.0,1768.0
1/13/2019,424.0,647.0,1355.0
1/14/2019,2112.0,3177.0,6363.0
1/15/2019,1932.0,2905.0,5815.0
1/16/2019,1856.0,2795.0,5670.0
1/17/2019,1910.0,2866.0,5807.0
1/18/2019,1811.0,2722.0,5449.0
1/19/2019,525.0,805.0,1658.0
1/20/2019,407.0,614.0,1306.0
1/21/2019,1309.0,1972.0,4024.0
1/22/2019,2085.0,3139.0,6310.0
1/23/2019,1891.0,2848.0,5779.0
1/24/2019,1783.0,2677.0,5375.0
1/25/2019,1655.0,2492.0,5003.0
1/26/2019,533.0,806.0,1704.0
1/27/2019,416.0,642.0,1313.0
1/28/2019,1973.0,2972.0,6004.0
1/29/2019,2020.0,3049.0,6139.0
1/30/2019,1839.0,2760.0,5554.0
1/31/2019,1924.0,2887.0,5858.0
2/1/2019,2015.0,3029.0,6101.0
2/2/2019,638.0,967.0,1974.0
2/3/2019,509.0,780.0,1594.0
2/4/2019,2278.0,3425.0,6887.0
2/5/2019,2039.0,3075.0,6174.0
2/6/2019,1940.0,2918.0,5845.0
2/7/2019,2230.0,3353.0,6753.0
2/8/2019,2187.0,3281.0,6642.0
2/9/2019,476.0,732.0,1501.0
2/10/2019,488.0,735.0,1478.0
2/11/2019,2178.0,3277.0,6644.0
2/12/2019,1883.0,2836.0,5767.0
2/13/2019,2018.0,3037.0,6095.0
2/14/2019,1732.0,2612.0,5271.0
2/15/2019,1656.0,2489.0,5057.0
2/16/2019,499.0,752.0,1509.0
2/17/2019,399.0,602.0,1300.0
2/18/2019,1353.0,2035.0,4078.0
2/19/2019,2098.0,3161.0,6398.0
2/20/2019,1942.0,2924.0,5896.0
2/21/2019,1971.0,2970.0,5984.0
2/22/2019,1769.0,2660.0,5329.0
2/23/2019,552.0,833.0,1729.0
2/24/2019,445.0,678.0,1437.0
2/25/2019,2063.0,3113.0,6289.0
2/26/2019,2011.0,3019.0,6059.0
2/27/2019,1996.0,3000.0,6098.0
2/28/2019,2059.0,3094.0,6219.0
3/1/2019,2057.0,3104.0,6225.0
3/2/2019,590.0,890.0,1792.0
3/3/2019,461.0,709.0,1492.0
3/4/2019,2373.0,3579.0,7241.0
3/5/2019,2028.0,3061.0,6123.0
3/6/2019,2048.0,3088.0,6207.0
3/7/2019,1733.0,2612.0,5306.0
3/8/2019,1728.0,2597.0,5266.0
3/9/2019,506.0,771.0,1577.0
3/10/2019,418.0,632.0,1306.0
3/11/2019,2059.0,3102.0,6215.0
3/12/2019,1872.0,2826.0,5677.0
3/13/2019,1707.0,2580.0,5254.0
3/14/2019,1742.0,2621.0,5337.0
3/15/2019,1598.0,2413.0,4836.0
3/16/2019,479.0,729.0,1511.0
3/17/2019,399.0,607.0,1283.0
3/18/2019,2114.0,3174.0,6362.0
3/19/2019,1955.0,2942.0,5895.0
3/20/2019,1906.0,2868.0,5787.0
3/21/2019,1788.0,2686.0,5434.0
3/22/2019,1608.0,2417.0,4879.0
3/23/2019,487.0,733.0,1521.0
3/24/2019,421.0,638.0,1298.0
3/25/2019,2117.0,3183.0,6463.0
3/26/2019,2088.0,3142.0,6311.0
3/27/2019,1915.0,2888.0,5803.0
3/28/2019,1936.0,2910.0,5854.0
3/29/2019,1804.0,2715.0,5481.0
3/30/2019,515.0,776.0,1579.0
3/31/2019,441.0,676.0,1388.0
4/1/2019,2287.0,3437.0,6876.0
4/2/2019,2183.0,3285.0,6643.0
4/3/2019,2039.0,3059.0,6191.0
4/4/2019,1889.0,2851.0,5718.0
4/5/2019,1824.0,2756.0,5545.0
4/6/2019,620.0,936.0,1888.0
4/7/2019,449.0,682.0,1394.0
4/8/2019,2073.0,3110.0,6288.0
4/9/2019,1895.0,2862.0,5764.0
4/10/2019,1911.0,2870.0,5805.0
4/11/2019,1899.0,2852.0,5730.0
4/12/2019,1779.0,2686.0,5413.0
4/13/2019,530.0,798.0,1668.0
4/14/2019,468.0,714.0,1443.0
4/15/2019,2188.0,3283.0,6647.0
4/16/2019,2061.0,3102.0,6279.0
4/17/2019,1794.0,2701.0,5436.0
4/18/2019,1835.0,2760.0,5587.0
4/19/2019,1443.0,2167.0,4382.0
4/20/2019,459.0,693.0,1454.0
4/21/2019,317.0,494.0,1011.0
4/22/2019,2516.0,3790.0,7669.0
4/23/2019,2427.0,3642.0,7354.0
4/24/2019,2085.0,3135.0,6280.0
4/25/2019,2060.0,3096.0,6267.0
4/26/2019,1878.0,2835.0,5748.0
4/27/2019,546.0,833.0,1733.0
4/28/2019,467.0,712.0,1470.0
4/29/2019,2224.0,3341.0,6762.0
4/30/2019,2149.0,3241.0,6511.0
5/1/2019,2385.0,3588.0,7195.0
5/2/2019,2197.0,3311.0,6631.0
5/3/2019,1863.0,2800.0,5679.0
5/4/2019,672.0,1013.0,2046.0
5/5/2019,503.0,764.0,1590.0
5/6/2019,2305.0,3467.0,7010.0
5/7/2019,2060.0,3099.0,6208.0
5/8/2019,2074.0,3130.0,6270.0
5/9/2019,1999.0,3011.0,6062.0
5/10/2019,1856.0,2791.0,5647.0
5/11/2019,508.0,766.0,1605.0
5/12/2019,397.0,615.0,1297.0
5/13/2019,2108.0,3176.0,6397.0
5/14/2019,2078.0,3125.0,6262.0
5/15/2019,1957.0,2948.0,5902.0
5/16/2019,1897.0,2864.0,5797.0
5/17/2019,1846.0,2782.0,5605.0
5/18/2019,522.0,786.0,1572.0
5/19/2019,449.0,682.0,1378.0
5/20/2019,2322.0,3486.0,7018.0
5/21/2019,2507.0,3774.0,7585.0
5/22/2019,2387.0,3581.0,7232.0
5/23/2019,2121.0,3183.0,6466.0
5/24/2019,1726.0,2590.0,5210.0
5/25/2019,496.0,761.0,1596.0
5/26/2019,318.0,484.0,977.0
5/27/2019,357.0,539.0,1113.0
5/28/2019,2607.0,3925.0,7875.0
5/29/2019,2324.0,3488.0,7016.0
5/30/2019,2109.0,3182.0,6456.0
5/31/2019,1951.0,2938.0,5921.0
6/1/2019,622.0,939.0,1916.0
6/2/2019,491.0,751.0,1593.0
6/3/2019,2585.0,3896.0,7862.0
6/4/2019,2336.0,3519.0,7042.0
6/5/2019,2295.0,3451.0,6950.0
6/6/2019,2166.0,3252.0,6534.0
6/7/2019,2008.0,3031.0,6154.0
6/8/2019,541.0,823.0,1740.0
6/9/2019,431.0,666.0,1419.0
6/10/2019,2249.0,3384.0,6832.0
6/11/2019,2071.0,3118.0,6317.0
6/12/2019,1945.0,2937.0,5890.0
6/13/2019,1847.0,2773.0,5625.0
6/14/2019,1727.0,2604.0,5218.0
6/15/2019,527.0,801.0,1701.0
6/16/2019,403.0,617.0,1242.0
6/17/2019,2156.0,3238.0,6539.0
6/18/2019,1994.0,3000.0,6023.0
6/19/2019,1986.0,2987.0,6045.0
6/20/2019,2024.0,3043.0,6124.0
6/21/2019,1826.0,2752.0,5571.0
6/22/2019,549.0,833.0,1688.0
6/23/2019,438.0,665.0,1404.0
6/24/2019,2286.0,3429.0,6952.0
6/25/2019,2252.0,3388.0,6811.0
6/26/2019,2065.0,3117.0,6272.0
6/27/2019,2003.0,3020.0,6041.0
6/28/2019,1769.0,2669.0,5349.0
6/29/2019,557.0,841.0,1699.0
6/30/2019,384.0,592.0,1187.0
7/1/2019,2317.0,3486.0,7008.0
7/2/2019,2108.0,3178.0,6379.0
7/3/2019,1934.0,2904.0,5825.0
7/4/2019,280.0,421.0,849.0
7/5/2019,1101.0,1671.0,3364.0
7/6/2019,390.0,601.0,1273.0
7/7/2019,389.0,594.0,1259.0
7/8/2019,2388.0,3593.0,7201.0
7/9/2019,2044.0,3073.0,6217.0
7/10/2019,2041.0,3076.0,6248.0
7/11/2019,1933.0,2917.0,5839.0
7/12/2019,1633.0,2465.0,5026.0
7/13/2019,448.0,677.0,1427.0
7/14/2019,433.0,662.0,1339.0
7/15/2019,2248.0,3388.0,6841.0
7/16/2019,2149.0,3224.0,6449.0
7/17/2019,2129.0,3206.0,6470.0
7/18/2019,1905.0,2876.0,5847.0
7/19/2019,1779.0,2675.0,5421.0
7/20/2019,442.0,664.0,1347.0
7/21/2019,415.0,642.0,1315.0
7/22/2019,2350.0,3540.0,7113.0
7/23/2019,2059.0,3089.0,6277.0
7/24/2019,2073.0,3115.0,6302.0
7/25/2019,1981.0,2986.0,6057.0
7/26/2019,1791.0,2694.0,5439.0
7/27/2019,521.0,795.0,1651.0
7/28/2019,424.0,641.0,1308.0
7/29/2019,2199.0,3301.0,6679.0
7/30/2019,2049.0,3090.0,6237.0
7/31/2019,1991.0,3004.0,6056.0
8/1/2019,2088.0,3143.0,6371.0
8/2/2019,1838.0,2764.0,5622.0
8/3/2019,551.0,836.0,1686.0
8/4/2019,464.0,712.0,1471.0
8/5/2019,2450.0,3677.0,7444.0
8/6/2019,2122.0,3194.0,6427.0
8/7/2019,2002.0,3020.0,6049.0
8/8/2019,1901.0,2863.0,5807.0
8/9/2019,1657.0,2490.0,5043.0
8/10/2019,450.0,683.0,1445.0
8/11/2019,334.0,503.0,1025.0
8/12/2019,2179.0,3285.0,6670.0
8/13/2019,1984.0,2985.0,6011.0
8/14/2019,2004.0,3012.0,6050.0
8/15/2019,1965.0,2959.0,5919.0
8/16/2019,1682.0,2539.0,5133.0
8/17/2019,459.0,700.0,1496.0
8/18/2019,413.0,626.0,1289.0
8/19/2019,2113.0,3182.0,6384.0
8/20/2019,2042.0,3080.0,6251.0
8/21/2019,1877.0,2819.0,5690.0
8/22/2019,1956.0,2941.0,5973.0
8/23/2019,1584.0,2376.0,4818.0
8/24/2019,440.0,673.0,1370.0
8/25/2019,414.0,625.0,1279.0
8/26/2019,2281.0,3423.0,6861.0
8/27/2019,2000.0,3004.0,6026.0
8/28/2019,2069.0,3109.0,6233.0
8/29/2019,1844.0,2779.0,5584.0
8/30/2019,1721.0,2601.0,5294.0
8/31/2019,426.0,640.0,1310.0
9/1/2019,284.0,446.0,973.0
9/2/2019,336.0,506.0,1045.0
9/3/2019,2372.0,3567.0,7233.0
9/4/2019,2134.0,3217.0,6498.0
9/5/2019,1965.0,2957.0,5969.0
9/6/2019,1679.0,2535.0,5097.0
9/7/2019,460.0,705.0,1472.0
9/8/2019,385.0,588.0,1244.0
9/9/2019,2090.0,3138.0,6283.0
9/10/2019,1926.0,2901.0,5815.0
9/11/2019,1882.0,2836.0,5768.0
9/12/2019,1761.0,2660.0,5365.0
9/13/2019,1733.0,2617.0,5268.0
9/14/2019,571.0,860.0,1788.0
9/15/2019,382.0,574.0,1226.0
9/16/2019,2408.0,3630.0,7276.0
9/17/2019,2148.0,3234.0,6483.0
9/18/2019,2096.0,3164.0,6338.0
9/19/2019,1979.0,2984.0,5998.0
9/20/2019,1809.0,2726.0,5484.0
9/21/2019,535.0,806.0,1622.0
9/22/2019,466.0,703.0,1502.0
9/23/2019,2215.0,3339.0,6705.0
9/24/2019,2247.0,3379.0,6833.0
9/25/2019,2063.0,3097.0,6206.0
9/26/2019,2068.0,3118.0,6263.0
9/27/2019,1845.0,2775.0,5601.0
9/28/2019,526.0,789.0,1580.0
9/29/2019,416.0,634.0,1349.0
9/30/2019,2481.0,3738.0,7503.0
10/1/2019,2470.0,3718.0,7518.0
10/2/2019,2134.0,3203.0,6427.0
10/3/2019,1938.0,2915.0,5860.0
10/4/2019,1779.0,2671.0,5409.0
10/5/2019,511.0,779.0,1571.0
10/6/2019,443.0,666.0,1427.0
10/7/2019,2267.0,3420.0,6863.0
10/8/2019,2023.0,3039.0,6155.0
10/9/2019,1909.0,2883.0,5803.0
10/10/2019,1906.0,2865.0,5800.0
10/11/2019,1809.0,2723.0,5487.0
10/12/2019,459.0,691.0,1467.0
10/13/2019,370.0,568.0,1143.0
10/14/2019,1866.0,2815.0,5719.0
10/15/2019,2149.0,3228.0,6506.0
10/16/2019,2158.0,3240.0,6492.0
10/17/2019,1943.0,2927.0,5944.0
10/18/2019,1653.0,2493.0,5080.0
10/19/2019,509.0,780.0,1649.0
10/20/2019,419.0,648.0,1361.0
10/21/2019,2180.0,3279.0,6634.0
10/22/2019,2143.0,3216.0,6447.0
10/23/2019,2051.0,3091.0,6214.0
10/24/2019,1947.0,2927.0,5911.0
10/25/2019,1788.0,2694.0,5470.0
10/26/2019,586.0,880.0,1849.0
10/27/2019,377.0,582.0,1208.0
10/28/2019,2053.0,3098.0,6287.0
10/29/2019,1935.0,2915.0,5867.0
10/30/2019,2060.0,3110.0,6263.0
10/31/2019,1778.0,2674.0,5400.0
11/1/2019,1809.0,2729.0,5484.0
11/2/2019,602.0,911.0,1857.0
11/3/2019,424.0,651.0,1373.0
11/4/2019,2392.0,3602.0,7247.0
11/5/2019,2085.0,3139.0,6306.0
11/6/2019,2040.0,3068.0,6228.0
11/7/2019,1974.0,2971.0,5947.0
11/8/2019,1804.0,2726.0,5514.0
11/9/2019,514.0,788.0,1590.0
11/10/2019,387.0,595.0,1246.0
11/11/2019,1765.0,2659.0,5325.0
11/12/2019,2036.0,3057.0,6161.0
11/13/2019,1934.0,2909.0,5838.0
11/14/2019,1846.0,2769.0,5633.0
11/15/2019,1688.0,2547.0,5096.0
11/16/2019,458.0,706.0,1464.0
11/17/2019,359.0,540.0,1140.0
11/18/2019,2006.0,3024.0,6054.0
11/19/2019,1870.0,2820.0,5660.0
11/20/2019,1864.0,2800.0,5638.0
11/21/2019,1896.0,2850.0,5795.0
11/22/2019,1653.0,2496.0,5013.0
11/23/2019,437.0,663.0,1331.0
11/24/2019,289.0,438.0,888.0
11/25/2019,1900.0,2868.0,5740.0
11/26/2019,1836.0,2761.0,5601.0
11/27/2019,1426.0,2148.0,4359.0
11/28/2019,165.0,265.0,608.0
11/29/2019,591.0,895.0,1870.0
11/30/2019,381.0,589.0,1203.0
12/1/2019,346.0,520.0,1069.0
12/2/2019,2192.0,3296.0,6636.0
12/3/2019,1912.0,2871.0,5747.0
12/4/2019,1806.0,2723.0,5478.0
12/5/2019,1761.0,2655.0,5390.0
12/6/2019,1702.0,2564.0,5181.0
12/7/2019,514.0,779.0,1629.0
12/8/2019,441.0,669.0,1357.0
12/9/2019,1835.0,2763.0,5540.0
12/10/2019,1766.0,2654.0,5359.0
12/11/2019,1674.0,2513.0,5075.0
12/12/2019,1686.0,2546.0,5176.0
12/13/2019,1495.0,2254.0,4596.0
12/14/2019,395.0,610.0,1222.0
12/15/2019,313.0,472.0,1000.0
12/16/2019,1974.0,2969.0,5988.0
12/17/2019,1979.0,2981.0,5964.0
12/18/2019,1897.0,2854.0,5722.0
12/19/2019,1953.0,2949.0,5949.0
12/20/2019,1689.0,2553.0,5136.0
12/21/2019,466.0,701.0,1491.0
12/22/2019,252.0,385.0,844.0
12/23/2019,1495.0,2248.0,4517.0
12/24/2019,607.0,915.0,1874.0
12/25/2019,87.0,148.0,306.0
12/26/2019,1164.0,1753.0,3590.0
12/27/2019,1232.0,1859.0,3749.0
12/28/2019,331.0,502.0,1084.0
12/29/2019,225.0,348.0,722.0
12/30/2019,1599.0,2406.0,4889.0
12/31/2019,1147.0,1735.0,3504.0
1/1/2020,183.0,289.0,672.0
1/2/2020,1845.0,2776.0,5591.0
1/3/2020,1520.0,2290.0,4664.0
1/4/2020,387.0,581.0,1206.0
1/5/2020,332.0,516.0,1092.0
1/6/2020,2196.0,3301.0,6681.0
1/7/2020,1984.0,2986.0,5984.0
1/8/2020,1892.0,2841.0,5777.0
1/9/2020,1937.0,2924.0,5888.0
1/10/2020,1586.0,2392.0,4878.0
1/11/2020,459.0,698.0,1430.0
1/12/2020,365.0,553.0,1160.0
1/13/2020,1961.0,2958.0,6011.0
1/14/2020,1845.0,2784.0,5617.0
1/15/2020,1786.0,2684.0,5452.0
1/16/2020,2141.0,3226.0,6529.0
1/17/2020,1699.0,2558.0,5172.0
1/18/2020,453.0,681.0,1386.0
1/19/2020,358.0,553.0,1159.0
1/20/2020,1391.0,2100.0,4242.0
1/21/2020,2102.0,3160.0,6374.0
1/22/2020,1841.0,2767.0,5543.0
1/23/2020,1792.0,2689.0,5413.0
1/24/2020,1745.0,2628.0,5333.0
1/25/2020,534.0,816.0,1652.0
1/26/2020,402.0,606.0,1300.0
1/27/2020,2108.0,3171.0,6372.0
1/28/2020,2018.0,3033.0,6113.0
1/29/2020,1882.0,2839.0,5723.0
1/30/2020,1943.0,2920.0,5917.0
1/31/2020,1640.0,2464.0,5009.0
2/1/2020,522.0,791.0,1636.0
2/2/2020,372.0,571.0,1147.0
2/3/2020,2107.0,3164.0,6383.0
2/4/2020,1980.0,2976.0,5960.0
2/5/2020,1776.0,2680.0,5373.0
2/6/2020,1773.0,2668.0,5426.0
2/7/2020,1574.0,2381.0,4796.0
2/8/2020,481.0,725.0,1535.0
2/9/2020,364.0,547.0,1183.0
2/10/2020,1913.0,2880.0,5764.0
2/11/2020,1862.0,2803.0,5637.0
2/12/2020,1714.0,2587.0,5204.0
2/13/2020,1655.0,2492.0,4991.0
2/14/2020,1605.0,2426.0,4867.0
2/15/2020,471.0,716.0,1497.0
2/16/2020,339.0,509.0,1045.0
2/17/2020,1386.0,2097.0,4218.0
2/18/2020,1992.0,2994.0,6025.0
2/19/2020,1810.0,2734.0,5492.0
2/20/2020,1841.0,2781.0,5573.0
2/21/2020,1663.0,2504.0,5062.0
2/22/2020,463.0,695.0,1432.0
2/23/2020,372.0,563.0,1210.0
2/24/2020,2136.0,3208.0,6504.0
2/25/2020,1960.0,2940.0,5967.0
2/26/2020,2008.0,3015.0,6107.0
2/27/2020,1872.0,2828.0,5747.0
2/28/2020,1622.0,2443.0,4965.0
2/29/2020,443.0,673.0,1358.0
3/1/2020,450.0,685.0,1418.0
3/2/2020,2122.0,3194.0,6390.0
3/3/2020,2007.0,3024.0,6050.0
3/4/2020,1866.0,2803.0,5680.0
3/5/2020,1899.0,2860.0,5816.0
3/6/2020,1628.0,2459.0,5004.0
3/7/2020,410.0,619.0,1317.0
3/8/2020,344.0,530.0,1079.0
3/9/2020,1789.0,2694.0,5402.0
3/10/2020,1742.0,2622.0,5277.0
3/11/2020,1690.0,2553.0,5180.0
3/12/2020,1598.0,2414.0,4909.0
3/13/2020,1360.0,2059.0,4185.0
3/14/2020,420.0,638.0,1285.0
3/15/2020,286.0,439.0,958.0
3/16/2020,1673.0,2511.0,5076.0
3/17/2020,1605.0,2413.0,4868.0
3/18/2020,1320.0,1991.0,4037.0
3/19/2020,1379.0,2077.0,4171.0
3/20/2020,1350.0,2035.0,4118.0
3/21/2020,401.0,619.0,1273.0
3/22/2020,291.0,454.0,943.0
3/23/2020,1440.0,2163.0,4328.0
3/24/2020,1382.0,2089.0,4232.0
3/25/2020,1360.0,2051.0,4120.0
3/26/2020,1490.0,2252.0,4553.0
3/27/2020,1315.0,1985.0,4012.0
3/28/2020,329.0,510.0,1070.0
3/29/2020,272.0,426.0,927.0
3/30/2020,1525.0,2289.0,4603.0
3/31/2020,1421.0,2140.0,4378.0
4/1/2020,1576.0,2373.0,4782.0
4/2/2020,1511.0,2276.0,4607.0
4/3/2020,1521.0,2294.0,4664.0
4/4/2020,657.0,991.0,2010.0
4/5/2020,432.0,659.0,1414.0
4/6/2020,1621.0,2435.0,4967.0
4/7/2020,1492.0,2249.0,4532.0
4/8/2020,1372.0,2072.0,4230.0
4/9/2020,1332.0,1999.0,4008.0
4/10/2020,1086.0,1640.0,3282.0
4/11/2020,306.0,477.0,1030.0
4/12/2020,171.0,260.0,573.0
4/13/2020,1412.0,2137.0,4372.0
4/14/2020,1375.0,2068.0,4213.0
4/15/2020,1387.0,2100.0,4295.0
4/16/2020,1301.0,1955.0,4008.0
4/17/2020,1331.0,1997.0,4037.0
4/18/2020,345.0,526.0,1100.0
4/19/2020,204.0,325.0,679.0
4/20/2020,1429.0,2144.0,4355.0
4/21/2020,1294.0,1942.0,3965.0
4/22/2020,1247.0,1876.0,3770.0
4/23/2020,1288.0,1937.0,3908.0
4/24/2020,1255.0,1898.0,3802.0
4/25/2020,316.0,491.0,1081.0
4/26/2020,231.0,357.0,761.0
4/27/2020,1362.0,2051.0,4161.0
4/28/2020,1340.0,2011.0,4032.0
4/29/2020,1270.0,1916.0,3840.0
4/30/2020,1388.0,2087.0,4181.0
5/1/2020,1357.0,2045.0,4175.0
5/2/2020,242.0,378.0,791.0
5/3/2020,234.0,366.0,820.0
5/4/2020,1569.0,2373.0,4798.0
5/5/2020,1338.0,2020.0,4135.0
5/6/2020,1259.0,1894.0,3854.0
5/7/2020,1222.0,1847.0,3790.0
5/8/2020,1139.0,1718.0,3472.0
5/9/2020,278.0,433.0,927.0
5/10/2020,161.0,249.0,545.0
5/11/2020,1271.0,1917.0,3846.0
5/12/2020,1162.0,1747.0,3565.0
5/13/2020,1109.0,1682.0,3381.0
5/14/2020,1124.0,1690.0,3416.0
5/15/2020,1060.0,1603.0,3262.0
5/16/2020,267.0,406.0,905.0
5/17/2020,176.0,267.0,546.0
5/18/2020,1384.0,2077.0,4159.0
5/19/2020,1282.0,1932.0,3940.0
5/20/2020,1304.0,1960.0,3943.0
5/21/2020,1320.0,1989.0,4073.0
5/22/2020,958.0,1446.0,2893.0
5/23/2020,312.0,471.0,1000.0
5/24/2020,225.0,346.0,720.0
5/25/2020,195.0,310.0,685.0
5/26/2020,1547.0,2324.0,4710.0
5/27/2020,1368.0,2066.0,4144.0
5/28/2020,1322.0,1988.0,4065.0
5/29/2020,1195.0,1796.0,3664.0
5/30/2020,326.0,492.0,1017.0
5/31/2020,238.0,365.0,803.0
6/1/2020,1398.0,2099.0,4298.0
6/2/2020,1415.0,2124.0,4336.0
6/3/2020,1338.0,2011.0,4093.0
6/4/2020,1226.0,1857.0,3800.0
6/5/2020,1229.0,1863.0,3766.0
6/6/2020,319.0,486.0,1003.0
6/7/2020,212.0,324.0,729.0
6/8/2020,1335.0,2019.0,4046.0
6/9/2020,1351.0,2034.0,4091.0
6/10/2020,1152.0,1744.0,3579.0
6/11/2020,1293.0,1959.0,3972.0
6/12/2020,1086.0,1642.0,3311.0
6/13/2020,242.0,376.0,757.0
6/14/2020,241.0,378.0,835.0
6/15/2020,1403.0,2119.0,4258.0
6/16/2020,1408.0,2113.0,4231.0
6/17/2020,1295.0,1948.0,3993.0
6/18/2020,1230.0,1862.0,3756.0
6/19/2020,945.0,1420.0,2887.0
6/20/2020,352.0,543.0,1115.0
6/21/2020,200.0,301.0,685.0
6/22/2020,1426.0,2143.0,4349.0
6/23/2020,1329.0,2007.0,4112.0
6/24/2020,1267.0,1903.0,3855.0
6/25/2020,1324.0,2004.0,4031.0
6/26/2020,1196.0,1804.0,3660.0
6/27/2020,366.0,551.0,1175.0
6/28/2020,229.0,347.0,702.0
6/29/2020,1396.0,2101.0,4244.0
6/30/2020,1482.0,2226.0,4527.0
7/1/2020,1541.0,2326.0,4739.0
7/2/2020,1188.0,1795.0,3617.0
7/3/2020,406.0,616.0,1247.0
7/4/2020,98.0,162.0,329.0
7/5/2020,217.0,339.0,715.0
7/6/2020,1419.0,2135.0,4291.0
7/7/2020,1278.0,1920.0,3900.0
7/8/2020,1187.0,1782.0,3615.0
7/9/2020,1215.0,1841.0,3732.0
7/10/2020,1068.0,1616.0,3299.0
7/11/2020,388.0,593.0,1265.0
7/12/2020,213.0,330.0,713.0
7/13/2020,1338.0,2017.0,4106.0
7/14/2020,1141.0,1730.0,3503.0
7/15/2020,1296.0,1956.0,3957.0
7/16/2020,1305.0,1975.0,3970.0
7/17/2020,1196.0,1806.0,3674.0
7/18/2020,330.0,497.0,1015.0
7/19/2020,274.0,420.0,893.0
7/20/2020,1380.0,2072.0,4225.0
7/21/2020,1349.0,2035.0,4146.0
7/22/2020,1224.0,1844.0,3757.0
7/23/2020,1254.0,1882.0,3767.0
7/24/2020,1013.0,1525.0,3121.0
7/25/2020,335.0,507.0,1043.0
7/26/2020,245.0,379.0,813.0
7/27/2020,1517.0,2286.0,4603.0
